canonical_tensor_name,canonical_dtype,canonical_shape,canonical_parameter_count,canonical_payload_bytes,subsystem,component,layer_id,expert_id,initial_text_scope,mapping_status,gguf_tensor_names,gguf_parameter_count,gguf_packed_bytes_allocated,mapping_rule,evidence_ids,confidence,notes
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_108.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_109.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_11.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_110.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_111.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_112.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_113.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_114.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_115.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_116.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_117.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_118.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_119.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_12.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_120.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_121.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_122.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_123.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_124.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_125.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_126.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_127.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_13.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_14.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_15.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_16.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_17.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_18.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_19.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_2.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_20.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_21.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_22.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_23.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_24.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_25.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_26.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_27.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_28.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_29.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_3.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_30.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_31.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_32.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_33.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_34.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_35.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_36.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_37.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_38.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_39.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_4.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_40.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_41.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_42.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_43.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_44.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_45.weight,BF16,2500012x160,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,FUSED_INTO_GGUF,per_layer_token_embd.weight,51200245760,225001080,KQ-GGUF-RULE-PLE-FUSION-v1,KQ-GGUF-EVIDENCE-003,PROVEN_CONVERTER,One of 128 canonical PLE table shards concatenated in numeric shard order
